2019-09-17 00:40:43.506000 {"type":"join","timestamp":1568680843.506,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"[jgmac1106]","nickname":"[jgmac1106]","username":"~slackuser","name":"jgmac1106 via slack-irc-gateway","photo":"http:\/\/quickthoughts.jgregorymcverry.com\/file\/6802fbcdd3fada8cb61ffb798978f72f\/thumb.jpg","url":"http:\/\/jgregorymcverry.com","tz":"-5 GMT","host":"chat.indieweb.org"},"content":null,"modes":[]}
2019-09-17 03:06:17.266100 {"type":"join","timestamp":1568689577.2661,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"JungleHeartDisco","nickname":"JungleHeartDisco","username":"disco7154","name":"@_discord_368821835308990465:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-blksnkopvxrynpde"},"content":null,"modes":[]}
2019-09-17 03:06:17.274300 {"type":"join","timestamp":1568689577.2743,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"sukarDiscord[m]","nickname":"sukarDiscord[m]","username":"disco7152","name":"@_discord_483374858332405790:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-whegrbxualicboye"},"content":null,"modes":[]}
2019-09-17 03:06:17.284900 {"type":"join","timestamp":1568689577.2849,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"sprayDiscord[m]","nickname":"sprayDiscord[m]","username":"discord75","name":"@_discord_76788012112936960:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vndpofutrwzxpfbq"},"content":null,"modes":[]}
2019-09-17 03:06:17.291700 {"type":"join","timestamp":1568689577.2917,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"kevinbird15Disco","nickname":"kevinbird15Disco","username":"disco6921","name":"@_discord_602975099938930729:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-fwizlsmbbpiigref"},"content":null,"modes":[]}
2019-09-17 03:06:17.350500 {"type":"join","timestamp":1568689577.3505,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"KarlDiscord[m]","nickname":"KarlDiscord[m]","username":"disco7153","name":"@_discord_588178666803036213:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-pdkwuycdfkzegtfc"},"content":null,"modes":[]}
2019-09-17 03:06:17.352900 {"type":"join","timestamp":1568689577.3529,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"TryptophanDiscor","nickname":"TryptophanDiscor","username":"disco7155","name":"@_discord_105033507180417024:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-qlldxzttykrmcwsx"},"content":null,"modes":[]}
2019-09-17 03:06:17.831400 {"type":"join","timestamp":1568689577.8314,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"CarboClanCDiscor","nickname":"CarboClanCDiscor","username":"disco6720","name":"@_discord_560880733590126602:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-uyoweekhusemdnkw"},"content":null,"modes":[]}
2019-09-17 03:06:17.921900 {"type":"join","timestamp":1568689577.9219,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"mhzDiscord[m]","nickname":"mhzDiscord[m]","username":"disco7158","name":"@_discord_577904775891517480:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mmhjmdwcegfybzkd"},"content":null,"modes":[]}
2019-09-17 03:06:17.927600 {"type":"join","timestamp":1568689577.9276,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"NooooooWayyyyyDi","nickname":"NooooooWayyyyyDi","username":"disco7160","name":"@_discord_411344161099350028:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-iyynuywnqbibsssj"},"content":null,"modes":[]}
2019-09-17 03:06:17.942100 {"type":"join","timestamp":1568689577.9421,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"rappelDiscord[m]","nickname":"rappelDiscord[m]","username":"disco7159","name":"@_discord_512877243719090194:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-cnddhxgrerothmls"},"content":null,"modes":[]}
2019-09-17 03:06:17.915900 {"type":"join","timestamp":1568689577.9159,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"koalalorenzoDisc","nickname":"koalalorenzoDisc","username":"disco7162","name":"@_discord_245124797044883456:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-oniwkppoifhrrvjg"},"content":null,"modes":[]}
2019-09-17 03:06:17.945000 {"type":"join","timestamp":1568689577.945,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"AtiqDiscord[m]","nickname":"AtiqDiscord[m]","username":"disco7164","name":"@_discord_125877787386052609:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-cvseylwbclgmfyli"},"content":null,"modes":[]}
2019-09-17 03:06:17.937500 {"type":"join","timestamp":1568689577.9375,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"nyarlathotepDisc","nickname":"nyarlathotepDisc","username":"disco7163","name":"@_discord_391015671544414219:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-duzgcwzjrqdsjrkq"},"content":null,"modes":[]}
2019-09-17 03:06:17.987700 {"type":"join","timestamp":1568689577.9877,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"SenshiDiscord[m]","nickname":"SenshiDiscord[m]","username":"disco7156","name":"@_discord_509302971918712832:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mvoaaivteuquzrms"},"content":null,"modes":[]}
2019-09-17 03:06:17.961100 {"type":"join","timestamp":1568689577.9611,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"ShmultzDiscord[m","nickname":"ShmultzDiscord[m","username":"disco7157","name":"@_discord_276443173817942017:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-rivsysrdjhkxpows"},"content":null,"modes":[]}
2019-09-17 03:06:18.509100 {"type":"join","timestamp":1568689578.5091,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"pps96Discord[m]","nickname":"pps96Discord[m]","username":"disco7168","name":"@_discord_461230223606808576:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-aqsrawbnbjhtrwji"},"content":null,"modes":[]}
2019-09-17 03:06:18.586200 {"type":"join","timestamp":1568689578.5862,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"gregjeanmartDisc","nickname":"gregjeanmartDisc","username":"disco6744","name":"@_discord_266652994278391808:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-pzrtilfsmxtlinoc"},"content":null,"modes":[]}
2019-09-17 03:06:18.661400 {"type":"join","timestamp":1568689578.6614,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"megadogberthehim","nickname":"megadogberthehim","username":"disco7169","name":"@_discord_330375577221595138:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-glzxoyacwmwkldbm"},"content":null,"modes":[]}
2019-09-17 03:06:18.669200 {"type":"join","timestamp":1568689578.6692,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"ScottSmileyDisco","nickname":"ScottSmileyDisco","username":"disco6922","name":"@_discord_530831445955051553:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-nrwdpzfolbyyhbkd"},"content":null,"modes":[]}
2019-09-17 03:06:18.681200 {"type":"join","timestamp":1568689578.6812,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"jmank88Discord[m","nickname":"jmank88Discord[m","username":"disco7165","name":"@_discord_494889102672527360:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hsptvnxbueavekau"},"content":null,"modes":[]}
2019-09-17 03:06:18.696000 {"type":"join","timestamp":1568689578.696,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"OrkunDiscord[m]","nickname":"OrkunDiscord[m]","username":"disco7166","name":"@_discord_530074567977467906:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-dbjbqickmefsqgpq"},"content":null,"modes":[]}
2019-09-17 03:06:18.675200 {"type":"join","timestamp":1568689578.6752,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"drshamoonDiscord","nickname":"drshamoonDiscord","username":"disco7167","name":"@_discord_402200697988448286:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ygewasgytwzfwccx"},"content":null,"modes":[]}
2019-09-17 03:06:18.750400 {"type":"join","timestamp":1568689578.7504,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"malaclypsDiscord","nickname":"malaclypsDiscord","username":"disco7170","name":"@_discord_227204617295888395:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-wvfwrglurvoirzsz"},"content":null,"modes":[]}
2019-09-17 03:06:18.751000 {"type":"join","timestamp":1568689578.751,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"AblibuDiscord[m]","nickname":"AblibuDiscord[m]","username":"disco7171","name":"@_discord_515626669655064579:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ypzpynmpicabdubq"},"content":null,"modes":[]}
2019-09-17 03:06:19.258700 {"type":"join","timestamp":1568689579.2587,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"braditzDiscord[4","nickname":"braditzDiscord[4","username":"disco7176","name":"@_discord_512718249637707778:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-earrhufgdiqbjrcv"},"content":null,"modes":[]}
2019-09-17 03:06:19.263700 {"type":"join","timestamp":1568689579.2637,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"jenncloudDiscord","nickname":"jenncloudDiscord","username":"disco7175","name":"@_discord_387416548018749440:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-qmtntwqrhgmppyis"},"content":null,"modes":[]}
2019-09-17 03:06:19.355200 {"type":"join","timestamp":1568689579.3552,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"the_nikinDiscord","nickname":"the_nikinDiscord","username":"disco7177","name":"@_discord_387476351025938433:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-voarvzmfpnsakoeb"},"content":null,"modes":[]}
2019-09-17 03:06:19.364100 {"type":"join","timestamp":1568689579.3641,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"allgoDiscord[m]","nickname":"allgoDiscord[m]","username":"disco7172","name":"@_discord_417515581768597507:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ttnpwhbdylqtfhlr"},"content":null,"modes":[]}
2019-09-17 03:06:19.376900 {"type":"join","timestamp":1568689579.3769,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"romaricDiscord[4","nickname":"romaricDiscord[4","username":"disco7174","name":"@_discord_593337102884667412:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-knvjiqihlkbeovwn"},"content":null,"modes":[]}
2019-09-17 03:06:19.373700 {"type":"join","timestamp":1568689579.3737,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"KinnardDiscord[m","nickname":"KinnardDiscord[m","username":"disco7173","name":"@_discord_416352718924283905:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mskkfwbpadqdytwk"},"content":null,"modes":[]}
2019-09-17 03:06:19.434400 {"type":"join","timestamp":1568689579.4344,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"panDiscord[m]","nickname":"panDiscord[m]","username":"disco7178","name":"@_discord_532353457970085906:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-azqtwgnfozwgzfyx"},"content":null,"modes":[]}
2019-09-17 03:06:19.899200 {"type":"join","timestamp":1568689579.8992,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"h2Discord[m]","nickname":"h2Discord[m]","username":"disco6606","name":"@_discord_445786513876189185:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mqidofbwsxiktlxv"},"content":null,"modes":[]}
2019-09-17 03:06:19.982000 {"type":"join","timestamp":1568689579.982,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"SchwartzDiscord[","nickname":"SchwartzDiscord[","username":"disco7182","name":"@_discord_545086380858933284:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-kwaviwbkjlqtcfbr"},"content":null,"modes":[]}
2019-09-17 03:06:19.995300 {"type":"join","timestamp":1568689579.9953,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"nijynotDiscord[m","nickname":"nijynotDiscord[m","username":"disco7180","name":"@_discord_112597975200501760:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xxavfpauqxcseapz"},"content":null,"modes":[]}
2019-09-17 03:06:19.989400 {"type":"join","timestamp":1568689579.9894,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"mattcDiscord[m]","nickname":"mattcDiscord[m]","username":"disco7181","name":"@_discord_377883060856684545:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-nocuddqucsmivdhw"},"content":null,"modes":[]}
2019-09-17 03:06:19.997000 {"type":"join","timestamp":1568689579.997,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"KinnardDiscord[4","nickname":"KinnardDiscord[4","username":"disco7183","name":"@_discord_576286322323488771:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-fkxdfsvzslbbmtqv"},"content":null,"modes":[]}
2019-09-17 03:06:20.073700 {"type":"join","timestamp":1568689580.0737,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"chinsuDiscord[m]","nickname":"chinsuDiscord[m]","username":"disco7179","name":"@_discord_208258498142666753:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-tzqoaevpspreevfg"},"content":null,"modes":[]}
2019-09-17 03:06:20.091100 {"type":"join","timestamp":1568689580.0911,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"xtream1101Discor","nickname":"xtream1101Discor","username":"disco7185","name":"@_discord_518929143254220800:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-apkksdznmtfyzvwy"},"content":null,"modes":[]}
2019-09-17 03:06:20.075700 {"type":"join","timestamp":1568689580.0757,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"SmileRobotDiscor","nickname":"SmileRobotDiscor","username":"disco7184","name":"@_discord_227982324384530433:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-tdmxictmvhuqmdow"},"content":null,"modes":[]}
2019-09-17 03:06:20.072700 {"type":"join","timestamp":1568689580.0727,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"sekiDiscord[m]1","nickname":"sekiDiscord[m]1","username":"disco6925","name":"@_discord_366224644455268362:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-dmkxuogzbczyvvay"},"content":null,"modes":[]}
2019-09-17 03:06:20.088400 {"type":"join","timestamp":1568689580.0884,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"DerekDiscord[m]","nickname":"DerekDiscord[m]","username":"disco6911","name":"@_discord_215768823310188544:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bhpclktdanigipmh"},"content":null,"modes":[]}
2019-09-17 03:06:20.648600 {"type":"join","timestamp":1568689580.6486,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"SweatDiscord[m]","nickname":"SweatDiscord[m]","username":"disco7194","name":"@_discord_518033086550900756:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-fwtosaxxkpbvgdqm"},"content":null,"modes":[]}
2019-09-17 03:06:20.734100 {"type":"join","timestamp":1568689580.7341,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"cesarosumDiscord","nickname":"cesarosumDiscord","username":"disco7187","name":"@_discord_594822430896160768:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-zxomcfayyrfokoxp"},"content":null,"modes":[]}
2019-09-17 03:06:20.752900 {"type":"join","timestamp":1568689580.7529,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"jessicaschilling","nickname":"jessicaschilling","username":"disco7188","name":"@_discord_576446963587874853:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bevolfqnurpgqrhh"},"content":null,"modes":[]}
2019-09-17 03:06:20.738600 {"type":"join","timestamp":1568689580.7386,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"jazzy-jeff^_^Dis","nickname":"jazzy-jeff^_^Dis","username":"disco7190","name":"@_discord_224165982577491968:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-biitnhiacpabkxcz"},"content":null,"modes":[]}
2019-09-17 03:06:20.737500 {"type":"join","timestamp":1568689580.7375,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"felixschlDiscord","nickname":"felixschlDiscord","username":"disco7189","name":"@_discord_493642519997841418:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ajmuxvvzxvzuqcss"},"content":null,"modes":[]}
2019-09-17 03:06:20.807500 {"type":"join","timestamp":1568689580.8075,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"MesaDiscord[m]","nickname":"MesaDiscord[m]","username":"disco7186","name":"@_discord_574321990320652318:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-zrtkpwuyhntkswbl"},"content":null,"modes":[]}
2019-09-17 03:06:20.809600 {"type":"join","timestamp":1568689580.8096,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"bitspillDiscord[","nickname":"bitspillDiscord[","username":"disco7192","name":"@_discord_464479719316914176:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-zgecneclxhbjyazy"},"content":null,"modes":[]}
2019-09-17 03:06:20.816800 {"type":"join","timestamp":1568689580.8168,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"marcocastignoliD","nickname":"marcocastignoliD","username":"disco7193","name":"@_discord_512789302766469131:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-pkcdrgbjflvyxtwa"},"content":null,"modes":[]}
2019-09-17 03:06:20.832100 {"type":"join","timestamp":1568689580.8321,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"freethinkingawa4","nickname":"freethinkingawa4","username":"disco7191","name":"@_discord_397450277365612555:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-oehswrsajfotjsvv"},"content":null,"modes":[]}
2019-09-17 03:06:20.834700 {"type":"join","timestamp":1568689580.8347,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"paulmahoneDiscor","nickname":"paulmahoneDiscor","username":"disco7195","name":"@_discord_373755005015949313:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-exepnpwbzyfpvdcz"},"content":null,"modes":[]}
2019-09-17 03:06:21.378200 {"type":"join","timestamp":1568689581.3782,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"CocoonCrashDisco","nickname":"CocoonCrashDisco","username":"disco7203","name":"@_discord_453455656469659649:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-owgwycrvbgwvgbhq"},"content":null,"modes":[]}
2019-09-17 03:06:21.397800 {"type":"join","timestamp":1568689581.3978,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"bengoDiscord[m]","nickname":"bengoDiscord[m]","username":"disco6722","name":"@_discord_602622661125996545:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-nfrmjijmqiiyjprl"},"content":null,"modes":[]}
2019-09-17 03:06:21.400000 {"type":"join","timestamp":1568689581.4,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"TianyiDiscord[m4","nickname":"TianyiDiscord[m4","username":"disco7202","name":"@_discord_412880265430564873:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-nuzmoxfucsusnkmu"},"content":null,"modes":[]}
2019-09-17 03:06:21.394600 {"type":"join","timestamp":1568689581.3946,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"modigDiscord[m]","nickname":"modigDiscord[m]","username":"disco7204","name":"@_discord_443895933697130513:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-cynqhxwnmwyherwv"},"content":null,"modes":[]}
2019-09-17 03:06:21.459000 {"type":"join","timestamp":1568689581.459,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"aaronpkDiscord[m","nickname":"aaronpkDiscord[m","username":"disco7197","name":"@_discord_324624369428987905:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-cxbrmysnyzcvegxk"},"content":null,"modes":[]}
2019-09-17 03:06:21.461300 {"type":"join","timestamp":1568689581.4613,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"DamirDiscord[m]","nickname":"DamirDiscord[m]","username":"disco7200","name":"@_discord_577081366492217345:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-kyrvojhegpajsgqp"},"content":null,"modes":[]}
2019-09-17 03:06:21.468100 {"type":"join","timestamp":1568689581.4681,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"leoalvarezhDisco","nickname":"leoalvarezhDisco","username":"disco7196","name":"@_discord_512593077689516032:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-esawsxuemxcuauhe"},"content":null,"modes":[]}
2019-09-17 03:06:21.535700 {"type":"join","timestamp":1568689581.5357,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"TeamIanDiscord[m","nickname":"TeamIanDiscord[m","username":"disco7199","name":"@_discord_425099253845590016:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vgepgavuxxpzsydl"},"content":null,"modes":[]}
2019-09-17 03:06:21.529800 {"type":"join","timestamp":1568689581.5298,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"nebulerDiscord[m","nickname":"nebulerDiscord[m","username":"disco7198","name":"@_discord_570190492890038282:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-rkvdkoskpuguddgh"},"content":null,"modes":[]}
2019-09-17 03:06:22.071600 {"type":"join","timestamp":1568689582.0716,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"enricomarinoDisc","nickname":"enricomarinoDisc","username":"disco7208","name":"@_discord_594418919721402368:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-keesjqzaamufdmom"},"content":null,"modes":[]}
2019-09-17 03:06:22.073200 {"type":"join","timestamp":1568689582.0732,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"gtsDiscord[m]","nickname":"gtsDiscord[m]","username":"disco7206","name":"@_discord_509747224473894912:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-rdougckhpjmufpph"},"content":null,"modes":[]}
2019-09-17 03:06:22.145500 {"type":"join","timestamp":1568689582.1455,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"deltaDiscord[m]","nickname":"deltaDiscord[m]","username":"disco7205","name":"@_discord_419938678589358080:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-peeydaoqzmxfdvat"},"content":null,"modes":[]}
2019-09-17 03:06:22.150700 {"type":"join","timestamp":1568689582.1507,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"aswiththewildDis","nickname":"aswiththewildDis","username":"disco7213","name":"@_discord_483745086488707112:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-njhxdwilkzyjfxvx"},"content":null,"modes":[]}
2019-09-17 03:06:22.233200 {"type":"join","timestamp":1568689582.2332,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"cardDiscord[m]","nickname":"cardDiscord[m]","username":"disco7209","name":"@_discord_82345670291238912:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jytnrtitbehcohqh"},"content":null,"modes":[]}
2019-09-17 03:06:22.246400 {"type":"join","timestamp":1568689582.2464,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"thestevewayDisco","nickname":"thestevewayDisco","username":"disco7207","name":"@_discord_377182700571721732:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-auhlcsyvaitmzkzo"},"content":null,"modes":[]}
2019-09-17 03:06:22.239900 {"type":"join","timestamp":1568689582.2399,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"prtfwDiscord[m]","nickname":"prtfwDiscord[m]","username":"disco7211","name":"@_discord_541375141611962380:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-gsupiupkilplzgzk"},"content":null,"modes":[]}
