2021-03-10 00:56:30.600900 {"type":"join","timestamp":1615337790.6008954,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[KevinMarks]","nickname":"[KevinMarks]","username":"~slackuser","name":"KevinMarks via slack-irc-gateway","photo":"http:\/\/www.kevinmarks.com\/km.jpg","url":"http:\/\/kevinmarks.com","tz":"Europe\/London","host":"chat.indieweb.org"},"content":null,"modes":[]}
2021-03-10 11:30:21.809400 {"type":"join","timestamp":1615375821.8093824,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"RDeckardDiscord4","nickname":"RDeckardDiscord4","username":"disco7245","name":"io.permaweb:_discord_544179164622880778","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-clmwaqekdogjrzkx"},"content":null,"modes":[]}
2021-03-10 11:30:21.816200 {"type":"join","timestamp":1615375821.8161633,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"paulmahoneDiscor","nickname":"paulmahoneDiscor","username":"disco7195","name":"@_discord_373755005015949313:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hywnpqkzbqhdfwog"},"content":null,"modes":[]}
2021-03-10 11:30:21.995700 {"type":"join","timestamp":1615375821.9957244,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"romaricDiscord[m","nickname":"romaricDiscord[m","username":"disco7174","name":"io.permaweb:_discord_593337102884667412","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-uozwdkbsvfruckcw"},"content":null,"modes":[]}
2021-03-10 11:30:21.994400 {"type":"join","timestamp":1615375821.9943862,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"sbpDiscord[m]","nickname":"sbpDiscord[m]","username":"disco7121","name":"@_discord_571662505391292427:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bvmqxlnjfdhrrqrv"},"content":null,"modes":[]}
2021-03-10 11:30:22.102100 {"type":"join","timestamp":1615375822.102108,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"arjanvaneerselDi","nickname":"arjanvaneerselDi","username":"disco9651","name":"@_discord_278098507561172992:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-huswipwfylyplyho"},"content":null,"modes":[]}
2021-03-10 11:30:22.163600 {"type":"join","timestamp":1615375822.1636455,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"M3baidDiscord[m4","nickname":"M3baidDiscord[m4","username":"disco8136","name":"io.permaweb:_discord_629345886325047307","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jdbjdjqgnvfmucjx"},"content":null,"modes":[]}
2021-03-10 11:30:22.162900 {"type":"join","timestamp":1615375822.162895,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"RomainDiscord[m]","nickname":"RomainDiscord[m]","username":"disco7573","name":"@_discord_591579881742008330:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ozwaeakyghpnotnx"},"content":null,"modes":[]}
2021-03-10 11:30:22.239000 {"type":"join","timestamp":1615375822.238986,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"gnunicornDiscord","nickname":"gnunicornDiscord","username":"disco7105","name":"@_discord_502857675869257735:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-gwzgfkvdmsdbgpnk"},"content":null,"modes":[]}
2021-03-10 11:30:22.338400 {"type":"join","timestamp":1615375822.338411,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"UserDiscord[m]","nickname":"UserDiscord[m]","username":"disco7224","name":"@_discord_509249949792206848:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-iouemfoxgbwrurim"},"content":null,"modes":[]}
2021-03-10 11:30:22.436600 {"type":"join","timestamp":1615375822.436594,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"erlend_shDiscord","nickname":"erlend_shDiscord","username":"disco9557","name":"io.permaweb:_discord_110560857607413760","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-wdcxnqbipltihupz"},"content":null,"modes":[]}
2021-03-10 11:30:22.537500 {"type":"join","timestamp":1615375822.5375183,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"andrewxhillDisco","nickname":"andrewxhillDisco","username":"disco7053","name":"io.permaweb:_discord_436877734866845716","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-nozppnhmvnqhswnw"},"content":null,"modes":[]}
2021-03-10 11:30:22.539300 {"type":"join","timestamp":1615375822.5392797,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"CharlieRaptoreum","nickname":"CharlieRaptoreum","username":"disco8232","name":"@_discord_375268465097048064:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-dreexylenihkmqrj"},"content":null,"modes":[]}
2021-03-10 11:30:22.615800 {"type":"join","timestamp":1615375822.6157506,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"catmanDiscord[m]","nickname":"catmanDiscord[m]","username":"disco7062","name":"io.permaweb:_discord_387024740440866817","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vslkrzjrtlaaqumk"},"content":null,"modes":[]}
2021-03-10 11:30:22.678500 {"type":"join","timestamp":1615375822.678514,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"SpicoliWhiteDisc","nickname":"SpicoliWhiteDisc","username":"disco8463","name":"io.permaweb:_discord_613371531992760321","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-qywnyglcqmlffazo"},"content":null,"modes":[]}
2021-03-10 11:30:22.682900 {"type":"join","timestamp":1615375822.6828783,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"DigitalOilDiscor","nickname":"DigitalOilDiscor","username":"disco9412","name":"@_discord_376505871703867392:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-qabqxauqrdwltfaz"},"content":null,"modes":[]}
2021-03-10 11:30:22.776500 {"type":"join","timestamp":1615375822.7764945,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"raisDiscord[m]","nickname":"raisDiscord[m]","username":"disco8319","name":"@_discord_337797467913322507:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-uohohabxtmhfmnmr"},"content":null,"modes":[]}
2021-03-10 11:30:22.779300 {"type":"join","timestamp":1615375822.7792761,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"ScottSmileyDisco","nickname":"ScottSmileyDisco","username":"disco6922","name":"io.permaweb:_discord_530831445955051553","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ekfhuypysxuacstu"},"content":null,"modes":[]}
2021-03-10 11:30:22.836600 {"type":"join","timestamp":1615375822.8365662,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"solanavDiscord[m","nickname":"solanavDiscord[m","username":"disco9362","name":"@_discord_203953133636812801:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ejzagjraanuiwgkg"},"content":null,"modes":[]}
2021-03-10 11:30:22.979100 {"type":"join","timestamp":1615375822.9790645,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"TeamIanDiscord[m","nickname":"TeamIanDiscord[m","username":"disco7199","name":"io.permaweb:_discord_425099253845590016","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ejbfwylvvugsmvkd"},"content":null,"modes":[]}
2021-03-10 11:30:22.980500 {"type":"join","timestamp":1615375822.9805465,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"olizillaDiscord[","nickname":"olizillaDiscord[","username":"disco7108","name":"@_discord_565491610423394304:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-kjzwvnldodykbnmz"},"content":null,"modes":[]}
2021-03-10 11:30:22.979800 {"type":"join","timestamp":1615375822.9797766,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"r5723013Discord[","nickname":"r5723013Discord[","username":"disco7231","name":"@_discord_492987261038755840:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-cmwxyyhgbefzxxxv"},"content":null,"modes":[]}
2021-03-10 11:30:23.025700 {"type":"join","timestamp":1615375823.0256748,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"sprayDiscord[m]","nickname":"sprayDiscord[m]","username":"discord75","name":"io.permaweb:_discord_76788012112936960","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-rsoggczerkkjmytd"},"content":null,"modes":[]}
2021-03-10 11:30:23.166600 {"type":"join","timestamp":1615375823.1666262,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"zwelsternDiscord","nickname":"zwelsternDiscord","username":"disco7128","name":"@_discord_576029729706999808:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-kxirowmguoskwxns"},"content":null,"modes":[]}
2021-03-10 11:30:23.267300 {"type":"join","timestamp":1615375823.2672925,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Discord[m]","nickname":"Discord[m]","username":"disco9613","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-rmzwabrsyuuydmqr"},"content":null,"modes":[]}
2021-03-10 11:30:23.322100 {"type":"join","timestamp":1615375823.3221226,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"nrtxrmndDiscord[","nickname":"nrtxrmndDiscord[","username":"disco9123","name":"io.permaweb:_discord_323542819895640074","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-aymvzdvrbrrfmkzh"},"content":null,"modes":[]}
2021-03-10 11:30:23.382100 {"type":"join","timestamp":1615375823.3821476,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"AblibuDiscord[m]","nickname":"AblibuDiscord[m]","username":"disco7171","name":"@_discord_515626669655064579:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-lqqhfhmuhbmqaumm"},"content":null,"modes":[]}
2021-03-10 11:30:23.383600 {"type":"join","timestamp":1615375823.3835702,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"QwertyWhoreDisco","nickname":"QwertyWhoreDisco","username":"disco8224","name":"@_discord_423856226007515137:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-dwpphhmsrhvmrmee"},"content":null,"modes":[]}
2021-03-10 11:30:23.478700 {"type":"join","timestamp":1615375823.4786875,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"ReallySnazzyDis4","nickname":"ReallySnazzyDis4","username":"disco7101","name":"@_discord_151411952701276160:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vsemclxbhgzlglid"},"content":null,"modes":[]}
2021-03-10 11:30:23.479400 {"type":"join","timestamp":1615375823.4793613,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"HaybalesDiscord[","nickname":"HaybalesDiscord[","username":"disco9831","name":"@_discord_211627430283051008:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-sgkwpyboeedtwdgm"},"content":null,"modes":[]}
2021-03-10 11:30:23.531100 {"type":"join","timestamp":1615375823.5311062,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"JustMaier[m]","nickname":"JustMaier[m]","username":"disco6547","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xamabanzctquqnud"},"content":null,"modes":[]}
2021-03-10 11:30:23.538200 {"type":"join","timestamp":1615375823.538227,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"ianlopshireDisco","nickname":"ianlopshireDisco","username":"disco9370","name":"io.permaweb:_discord_665247055379431434","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ltbbcypfjinzeqwg"},"content":null,"modes":[]}
2021-03-10 11:30:23.544200 {"type":"join","timestamp":1615375823.5441787,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"celso[m]","nickname":"celso[m]","username":"disco6410","name":"@_discord_543026738444369920:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mvxgbrxgiototuef"},"content":null,"modes":[]}
2021-03-10 11:30:23.673800 {"type":"join","timestamp":1615375823.6737604,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"IPFSFanDiscord[m","nickname":"IPFSFanDiscord[m","username":"disco8170","name":"@_discord_630922346810834955:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-lrawticlakfjgqwc"},"content":null,"modes":[]}
2021-03-10 11:30:23.912100 {"type":"join","timestamp":1615375823.9121087,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"JungleHeartDisco","nickname":"JungleHeartDisco","username":"disco7154","name":"@_discord_368821835308990465:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-fvhhbioevxiiswzf"},"content":null,"modes":[]}
2021-03-10 11:30:24.114800 {"type":"join","timestamp":1615375824.114783,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"gumshedDiscord[m","nickname":"gumshedDiscord[m","username":"disco9597","name":"@_discord_373312173906198530:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-wgxiycefvsvzilep"},"content":null,"modes":[]}
2021-03-10 11:30:24.121200 {"type":"join","timestamp":1615375824.1212406,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"DiscordBridge[m4","nickname":"DiscordBridge[m4","username":"discordper","name":"io.permaweb:discord","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-qvfndhdegfpzgtbd"},"content":null,"modes":[]}
2021-03-10 11:30:24.120600 {"type":"join","timestamp":1615375824.1206186,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Sean|FortmaticDi","nickname":"Sean|FortmaticDi","username":"disco8309","name":"io.permaweb:_discord_512004478417764362","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-dauznugiwpdhgdzd"},"content":null,"modes":[]}
2021-03-10 11:30:24.207000 {"type":"join","timestamp":1615375824.2069948,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"OxyDiscord[m]","nickname":"OxyDiscord[m]","username":"disco7123","name":"io.permaweb:_discord_343485915995308033","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-yucsxpugnwqatzmd"},"content":null,"modes":[]}
2021-03-10 11:30:24.263500 {"type":"join","timestamp":1615375824.2634995,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"sblinnDiscord[m]","nickname":"sblinnDiscord[m]","username":"disco7356","name":"io.permaweb:_discord_598562282984701952","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-fccwbjulqgchvezy"},"content":null,"modes":[]}
2021-03-10 11:30:24.317300 {"type":"join","timestamp":1615375824.3172827,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Imnotsoimpressed","nickname":"Imnotsoimpressed","username":"disco9248","name":"io.permaweb:_discord_637255686794772490","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-wudixecdyadyernt"},"content":null,"modes":[]}
2021-03-10 11:30:24.404100 {"type":"join","timestamp":1615375824.40414,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"khalnayakDiscord","nickname":"khalnayakDiscord","username":"disco9389","name":"io.permaweb:_discord_603941863728087050","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-fqxtpmcjauvwtiqo"},"content":null,"modes":[]}
2021-03-10 11:30:24.411000 {"type":"join","timestamp":1615375824.4110284,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"|NecoDiscord[m]","nickname":"|NecoDiscord[m]","username":"disco7931","name":"@_discord_564690582937534465:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-qfbkfhvndgfpclgb"},"content":null,"modes":[]}
2021-03-10 11:30:24.501700 {"type":"join","timestamp":1615375824.5016935,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"lamborghiniDisco","nickname":"lamborghiniDisco","username":"disco7090","name":"io.permaweb:_discord_211933291501060097","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-iohwchswhivqlqwi"},"content":null,"modes":[]}
2021-03-10 11:30:24.642500 {"type":"join","timestamp":1615375824.6424625,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"rklaehnDiscord[m","nickname":"rklaehnDiscord[m","username":"disco7109","name":"io.permaweb:_discord_593491230352998421","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vcpuwxwzzyojamwi"},"content":null,"modes":[]}
2021-03-10 11:30:24.704000 {"type":"join","timestamp":1615375824.7039828,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"HenniDiscord[m]","nickname":"HenniDiscord[m]","username":"disco9561","name":"io.permaweb:_discord_668752672744144896","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-lbkceglrixrxrfyx"},"content":null,"modes":[]}
2021-03-10 11:30:24.704700 {"type":"join","timestamp":1615375824.7047284,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"MMMMaggieDiscord","nickname":"MMMMaggieDiscord","username":"disco6968","name":"io.permaweb:_discord_557118774059204608","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-uelrahldueklocqy"},"content":null,"modes":[]}
2021-03-10 11:30:24.848800 {"type":"join","timestamp":1615375824.8488367,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"SnowballDiscord[","nickname":"SnowballDiscord[","username":"disco9633","name":"io.permaweb:_discord_655303124877049856","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-otfoyoipacxgktxc"},"content":null,"modes":[]}
2021-03-10 11:30:24.954600 {"type":"join","timestamp":1615375824.9545653,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Sm03leBr00tDisco","nickname":"Sm03leBr00tDisco","username":"disco7924","name":"io.permaweb:_discord_471030523964293120","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-sislwzhcvufluijw"},"content":null,"modes":[]}
2021-03-10 11:30:24.960100 {"type":"join","timestamp":1615375824.9600866,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Exca1iburTheWise","nickname":"Exca1iburTheWise","username":"disco9621","name":"io.permaweb:_discord_340355383841390592","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-snltxpntguaxqijn"},"content":null,"modes":[]}
2021-03-10 11:30:24.955900 {"type":"join","timestamp":1615375824.9559383,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"EdmundMDiscord[m","nickname":"EdmundMDiscord[m","username":"disco7212","name":"@_discord_206801364733526017:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-frxazfiptcumcdas"},"content":null,"modes":[]}
2021-03-10 11:30:25.049200 {"type":"join","timestamp":1615375825.049202,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"KisulkenDiscord[","nickname":"KisulkenDiscord[","username":"disco7233","name":"io.permaweb:_discord_296734810729349131","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ccdghzhvlmgsjwjb"},"content":null,"modes":[]}
2021-03-10 11:30:25.194300 {"type":"join","timestamp":1615375825.194251,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"PhillmacDiscord[","nickname":"PhillmacDiscord[","username":"disco7086","name":"@_discord_159657566584963072:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-apuydohwxoxbxeav"},"content":null,"modes":[]}
2021-03-10 11:30:25.195000 {"type":"join","timestamp":1615375825.1949632,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"obernardovieiraD","nickname":"obernardovieiraD","username":"disco8144","name":"@_discord_229562161121198080:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-tdmyonnrynjesblk"},"content":null,"modes":[]}
2021-03-10 11:30:25.287800 {"type":"join","timestamp":1615375825.2878084,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"ptonerDiscord[m]","nickname":"ptonerDiscord[m]","username":"disco7376","name":"io.permaweb:_discord_408785942711894027","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-zfhrmrquouzkrvys"},"content":null,"modes":[]}
2021-03-10 11:30:25.342300 {"type":"join","timestamp":1615375825.342333,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"neohexDiscord[m]","nickname":"neohexDiscord[m]","username":"disco7127","name":"io.permaweb:_discord_445577380506107915","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-kjbhuzvsbqykanje"},"content":null,"modes":[]}
2021-03-10 11:30:25.426900 {"type":"join","timestamp":1615375825.4269283,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"RockSteadyTRTLD4","nickname":"RockSteadyTRTLD4","username":"disco6789","name":"io.permaweb:_discord_388916188715155467","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hhlwduqacpoxvdys"},"content":null,"modes":[]}
2021-03-10 11:30:25.532900 {"type":"join","timestamp":1615375825.5328522,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"bengoDiscord[m]","nickname":"bengoDiscord[m]","username":"disco6722","name":"io.permaweb:_discord_602622661125996545","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-pgomkclhubxlnati"},"content":null,"modes":[]}
2021-03-10 11:30:25.533800 {"type":"join","timestamp":1615375825.5337694,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"coryschwartzDisc","nickname":"coryschwartzDisc","username":"disco9458","name":"io.permaweb:_discord_343529926844219396","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-uerfsdoskeognlaz"},"content":null,"modes":[]}
2021-03-10 11:30:25.656100 {"type":"join","timestamp":1615375825.6561244,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"kppDiscord[m]","nickname":"kppDiscord[m]","username":"disco8322","name":"io.permaweb:_discord_636355480347738122","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bfvnxxjpczdlxuvl"},"content":null,"modes":[]}
2021-03-10 11:30:25.661800 {"type":"join","timestamp":1615375825.6617937,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"mZDiscord[m]1","nickname":"mZDiscord[m]1","username":"disco7091","name":"@_discord_250086586450968576:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-rriybfbnxerfteqw"},"content":null,"modes":[]}
2021-03-10 11:30:25.766500 {"type":"join","timestamp":1615375825.7664983,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"baluptonDiscord[","nickname":"baluptonDiscord[","username":"disco6865","name":"io.permaweb:_discord_105816512060751872","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-msqiithjtfzeqgqm"},"content":null,"modes":[]}
2021-03-10 11:30:25.825800 {"type":"join","timestamp":1615375825.8257833,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"carsonfarmer[m]","nickname":"carsonfarmer[m]","username":"disco4515","name":"@_discord_499071680841252884:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-awvlgpgffqxpeuzu"},"content":null,"modes":[]}
2021-03-10 11:30:25.828200 {"type":"join","timestamp":1615375825.8281605,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"MatthDiscord[m]","nickname":"MatthDiscord[m]","username":"disco7221","name":"@_discord_509574897945804821:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ghrkxqtcuswsoskb"},"content":null,"modes":[]}
2021-03-10 11:30:25.878900 {"type":"join","timestamp":1615375825.8789494,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"M4eekDiscord[m]","nickname":"M4eekDiscord[m]","username":"disco7134","name":"io.permaweb:_discord_214733601521139712","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ufjrhdszonxtjyfn"},"content":null,"modes":[]}
2021-03-10 11:30:25.883800 {"type":"join","timestamp":1615375825.8838484,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"koalalorenzoDisc","nickname":"koalalorenzoDisc","username":"disco7162","name":"io.permaweb:_discord_245124797044883456","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-wwteajfxwukccfcv"},"content":null,"modes":[]}
2021-03-10 11:30:25.965000 {"type":"join","timestamp":1615375825.964979,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"richarddavisDisc","nickname":"richarddavisDisc","username":"disco9571","name":"io.permaweb:_discord_572177638077104130","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-gceyalrocbmszzlx"},"content":null,"modes":[]}
