2020-01-23 06:20:00.623400 {"type":"join","timestamp":1579760400.6234355,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[manton]","nickname":"[manton]","username":"~slackuser","name":null,"photo":"https:\/\/micro.blog\/manton\/avatar.jpg","url":"http:\/\/Manton.org","tz":"America\/Chicago","host":"chat.indieweb.org"},"content":null,"modes":[]}
2020-01-23 12:34:59.469700 {"type":"join","timestamp":1579782899.469728,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"M}Discord[m]","nickname":"M}Discord[m]","username":"disco8254","name":"@_discord_618938655196708925:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-txhdkvoyfzmkorrt"},"content":null,"modes":[]}
2020-01-23 12:34:59.480700 {"type":"join","timestamp":1579782899.4806516,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"eddyDiscord[m]","nickname":"eddyDiscord[m]","username":"disco7088","name":"@_discord_571365262780006451:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-qaregobawrltwran"},"content":null,"modes":[]}
2020-01-23 12:34:59.475200 {"type":"join","timestamp":1579782899.475184,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Imnotsoimpressed","nickname":"Imnotsoimpressed","username":"disco9248","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-avbevpgdwlftiqts"},"content":null,"modes":[]}
2020-01-23 12:34:59.673400 {"type":"join","timestamp":1579782899.673385,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"wcharginDiscord[","nickname":"wcharginDiscord[","username":"disco7034","name":"@_discord_432981598858903585:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-zybpuziuecrqiulf"},"content":null,"modes":[]}
2020-01-23 12:34:59.684100 {"type":"join","timestamp":1579782899.6840613,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"skillman623Disco","nickname":"skillman623Disco","username":"disco7124","name":"@_discord_160877998155759616:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-pksfeyntrubmuaah"},"content":null,"modes":[]}
2020-01-23 12:34:59.682100 {"type":"join","timestamp":1579782899.6820655,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"SpicoliWhiteDisc","nickname":"SpicoliWhiteDisc","username":"disco8463","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-wtcycfrhmlhngkrd"},"content":null,"modes":[]}
2020-01-23 12:34:59.878900 {"type":"join","timestamp":1579782899.8789392,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"ngamboaDiscord[m","nickname":"ngamboaDiscord[m","username":"disco7261","name":"@_discord_568124351019352085:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-srexyepigfzrpvuc"},"content":null,"modes":[]}
2020-01-23 12:34:59.878200 {"type":"join","timestamp":1579782899.8782072,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"RobotLordimperia","nickname":"RobotLordimperia","username":"disco8267","name":"@_discord_331152411143962634:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-sqovirhyvywqxlid"},"content":null,"modes":[]}
2020-01-23 12:34:59.902300 {"type":"join","timestamp":1579782899.9023001,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"GeorgeXDiscord[m","nickname":"GeorgeXDiscord[m","username":"disco7648","name":"@_discord_287629982631723018:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-yuuktjdovuntbmut"},"content":null,"modes":[]}
2020-01-23 12:34:59.888100 {"type":"join","timestamp":1579782899.8880668,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Plasma000Discord","nickname":"Plasma000Discord","username":"disco8545","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-dklvkzgzpewfewfz"},"content":null,"modes":[]}
2020-01-23 12:34:59.899500 {"type":"join","timestamp":1579782899.8995261,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"blzDiscord[m]","nickname":"blzDiscord[m]","username":"disco8504","name":"@_discord_605700048017424394:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-aucdszgwuegxegrf"},"content":null,"modes":[]}
2020-01-23 12:35:00.091400 {"type":"join","timestamp":1579782900.091434,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"KinnardDiscord[7","nickname":"KinnardDiscord[7","username":"disco7236","name":"@_discord_416352718924283905:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-fmdhmddmaydyrbou"},"content":null,"modes":[]}
2020-01-23 12:35:00.092700 {"type":"join","timestamp":1579782900.0927234,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"boatsandhoesDisc","nickname":"boatsandhoesDisc","username":"disco7870","name":"@_discord_450382431393153040:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-lyyvptjlsuibujdt"},"content":null,"modes":[]}
2020-01-23 12:35:00.291200 {"type":"join","timestamp":1579782900.2911916,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"WidgetBotiocli1[","nickname":"WidgetBotiocli1[","username":"disco6470","name":"@_discord_454690519952523267:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-gwstavniycvrrigu"},"content":null,"modes":[]}
2020-01-23 12:35:00.296800 {"type":"join","timestamp":1579782900.2968242,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"RyonezCoruscare0","nickname":"RyonezCoruscare0","username":"disco7058","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-urirznqbdalwates"},"content":null,"modes":[]}
2020-01-23 12:35:00.316100 {"type":"join","timestamp":1579782900.316148,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"junyouDiscord[m]","nickname":"junyouDiscord[m]","username":"discord651","name":"@_discord_651769141614870559:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xkavewfeesiyxgoh"},"content":null,"modes":[]}
2020-01-23 12:35:00.305800 {"type":"join","timestamp":1579782900.3058016,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"JungleHeartDisco","nickname":"JungleHeartDisco","username":"disco7154","name":"@_discord_368821835308990465:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-omcygizfepjfessj"},"content":null,"modes":[]}
2020-01-23 12:35:00.497900 {"type":"join","timestamp":1579782900.497862,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Rick[m]","nickname":"Rick[m]","username":"disco6441","name":"@_discord_491023141477416981:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-wufczblwtxanoqsq"},"content":null,"modes":[]}
2020-01-23 12:35:00.503900 {"type":"join","timestamp":1579782900.5039318,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"radio_aliceDisco","nickname":"radio_aliceDisco","username":"discord627","name":"@_discord_627161301986312193:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-piutxautbdkntyih"},"content":null,"modes":[]}
2020-01-23 12:35:00.509900 {"type":"join","timestamp":1579782900.5099323,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"FredericRoughDis","nickname":"FredericRoughDis","username":"disco8880","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-wldhijaoiqhuimzx"},"content":null,"modes":[]}
2020-01-23 12:35:00.708500 {"type":"join","timestamp":1579782900.7085278,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"camDiscord[m]","nickname":"camDiscord[m]","username":"disco8706","name":"@_discord_346820152446418945:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-fcynffsnyggnmwuj"},"content":null,"modes":[]}
2020-01-23 12:35:00.710500 {"type":"join","timestamp":1579782900.7105272,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"doorknob88Discor","nickname":"doorknob88Discor","username":"disco7485","name":"@_discord_156365801333587968:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-fomkpcjohseuosif"},"content":null,"modes":[]}
2020-01-23 12:35:00.711300 {"type":"join","timestamp":1579782900.7113008,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"ptonerDiscord[m]","nickname":"ptonerDiscord[m]","username":"disco7376","name":"@_discord_408785942711894027:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-wvbvxkwnqshhgods"},"content":null,"modes":[]}
2020-01-23 12:35:00.722000 {"type":"join","timestamp":1579782900.72202,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"CathyLDiscord[m]","nickname":"CathyLDiscord[m]","username":"disco7651","name":"@_discord_582777281760722945:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-tcdnnbriuzoyqfvc"},"content":null,"modes":[]}
2020-01-23 12:35:00.912400 {"type":"join","timestamp":1579782900.9124246,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"RichardLittDisco","nickname":"RichardLittDisco","username":"disco7370","name":"@_discord_478226376068169753:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-uvrjfjhtwmkojzsn"},"content":null,"modes":[]}
2020-01-23 12:35:00.913200 {"type":"join","timestamp":1579782900.9132497,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"JorropoDiscord[m","nickname":"JorropoDiscord[m","username":"disco8378","name":"@_discord_183309006767521792:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-uiodlysalvgfeyam"},"content":null,"modes":[]}
2020-01-23 12:35:00.914700 {"type":"join","timestamp":1579782900.9147377,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"NooooooWayyyyyDi","nickname":"NooooooWayyyyyDi","username":"disco7160","name":"@_discord_411344161099350028:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-wwclopljscoergbg"},"content":null,"modes":[]}
2020-01-23 12:35:01.112900 {"type":"join","timestamp":1579782901.112902,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"uliDiscord[m]","nickname":"uliDiscord[m]","username":"disco8525","name":"@_discord_301092081827577866:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-csfjrhcmpclxbyya"},"content":null,"modes":[]}
2020-01-23 12:35:01.112100 {"type":"join","timestamp":1579782901.1121383,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"kbo8999Discord[m","nickname":"kbo8999Discord[m","username":"disco9564","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-dzfqwlyprlgtamsm"},"content":null,"modes":[]}
2020-01-23 12:35:01.321500 {"type":"join","timestamp":1579782901.3215313,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"ritewhose[m]","nickname":"ritewhose[m]","username":"disco4979","name":"@_discord_382370589261692928:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-cyrhexeobrsdhcek"},"content":null,"modes":[]}
2020-01-23 12:35:01.317300 {"type":"join","timestamp":1579782901.3173301,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"PeevesDiscord[m]","nickname":"PeevesDiscord[m]","username":"disco7044","name":"@_discord_119759813377916928:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-lpepkzpttkpxwgzb"},"content":null,"modes":[]}
2020-01-23 12:35:01.324000 {"type":"join","timestamp":1579782901.3240213,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"cesarosum[m]","nickname":"cesarosum[m]","username":"disco6369","name":"@_discord_594822430896160768:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ruvnbndayyhaxbjl"},"content":null,"modes":[]}
2020-01-23 12:35:01.331400 {"type":"join","timestamp":1579782901.3313837,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"sanderDiscord[m]","nickname":"sanderDiscord[m]","username":"disco6658","name":"@_discord_415955810393522187:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-nvlgparzafvfjhzy"},"content":null,"modes":[]}
2020-01-23 12:35:01.524400 {"type":"join","timestamp":1579782901.5244129,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"chmanieDiscord[4","nickname":"chmanieDiscord[4","username":"disco7258","name":"@_discord_205028639492931584:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-majsqsbpshhwyfaj"},"content":null,"modes":[]}
2020-01-23 12:35:01.523700 {"type":"join","timestamp":1579782901.5236747,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"thestevewayDisco","nickname":"thestevewayDisco","username":"disco7207","name":"@_discord_377182700571721732:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-uioynhnqfysgsjwy"},"content":null,"modes":[]}
2020-01-23 12:35:01.529300 {"type":"join","timestamp":1579782901.5292842,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"captain-nemoDisc","nickname":"captain-nemoDisc","username":"disco8337","name":"@_discord_326557018095747083:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ledyldfejldkynab"},"content":null,"modes":[]}
2020-01-23 12:35:01.536700 {"type":"join","timestamp":1579782901.536688,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"kanej[m]","nickname":"kanej[m]","username":"disco6538","name":"@_discord_483909468208365581:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-irtoiiirjgtllyce"},"content":null,"modes":[]}
2020-01-23 12:35:01.722400 {"type":"join","timestamp":1579782901.722447,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"UserDiscord[m]","nickname":"UserDiscord[m]","username":"disco7224","name":"@_discord_509249949792206848:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-qqqgaznkralbcbmf"},"content":null,"modes":[]}
2020-01-23 12:35:01.735100 {"type":"join","timestamp":1579782901.7351236,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"PamileissonDisco","nickname":"PamileissonDisco","username":"disco7217","name":"@_discord_542772561549852693:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xyydqmveuaxxozyi"},"content":null,"modes":[]}
2020-01-23 12:35:01.934800 {"type":"join","timestamp":1579782901.9348288,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"KirushikDiscord[","nickname":"KirushikDiscord[","username":"disco9456","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-oxboyoktlmgbcyro"},"content":null,"modes":[]}
2020-01-23 12:35:01.940900 {"type":"join","timestamp":1579782901.9408824,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"rappelDiscord[m]","nickname":"rappelDiscord[m]","username":"disco7159","name":"@_discord_512877243719090194:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-oqgpithubqeqmqiu"},"content":null,"modes":[]}
2020-01-23 12:35:01.927100 {"type":"join","timestamp":1579782901.9271333,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"DoppelgngerDisco","nickname":"DoppelgngerDisco","username":"disco9254","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hqowpcmikiivatuu"},"content":null,"modes":[]}
2020-01-23 12:35:02.131800 {"type":"join","timestamp":1579782902.131754,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"ClmentDiscord[m]","nickname":"ClmentDiscord[m]","username":"disco7041","name":"@_discord_433587399130611712:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mrpyofkbzzjkyqei"},"content":null,"modes":[]}
2020-01-23 12:35:02.137500 {"type":"join","timestamp":1579782902.1375473,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"carsonfarmerDisc","nickname":"carsonfarmerDisc","username":"disco6643","name":"@_discord_499071680841252884:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-njayjgzamvgrunqw"},"content":null,"modes":[]}
2020-01-23 12:35:02.153600 {"type":"join","timestamp":1579782902.1535916,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"wngrDiscord[m]","nickname":"wngrDiscord[m]","username":"disco7291","name":"@_discord_609307528400207873:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mrmtzcvaiejvrvmx"},"content":null,"modes":[]}
2020-01-23 12:35:02.152400 {"type":"join","timestamp":1579782902.1523721,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"vershimajrDisco4","nickname":"vershimajrDisco4","username":"disco9009","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mhanmhvuckcyihyr"},"content":null,"modes":[]}
2020-01-23 12:35:02.340800 {"type":"join","timestamp":1579782902.3408368,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"DerrickFDiscord[","nickname":"DerrickFDiscord[","username":"disco7645","name":"@_discord_582786675395002368:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-cwfaaactfjrclads"},"content":null,"modes":[]}
2020-01-23 12:35:02.346000 {"type":"join","timestamp":1579782902.3460355,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"TrevorDiscord[m]","nickname":"TrevorDiscord[m]","username":"disco8439","name":"@_discord_402473399231709204:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-fjgazvxsjcievfuk"},"content":null,"modes":[]}
2020-01-23 12:35:02.548000 {"type":"join","timestamp":1579782902.548033,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"dcDiscord[m]","nickname":"dcDiscord[m]","username":"disco8815","name":"@_discord_439960436515799050:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-athesvenytcivynz"},"content":null,"modes":[]}
2020-01-23 12:35:02.557300 {"type":"join","timestamp":1579782902.557345,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"haywirezDiscord[","nickname":"haywirezDiscord[","username":"disco9560","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-edjspypzpawplrak"},"content":null,"modes":[]}
2020-01-23 12:35:02.571100 {"type":"join","timestamp":1579782902.571099,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Tianyi[m]","nickname":"Tianyi[m]","username":"disco6329","name":"@_discord_412880265430564873:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-snjmvcfxjipxljhw"},"content":null,"modes":[]}
2020-01-23 12:35:02.551200 {"type":"join","timestamp":1579782902.5511575,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"dysbulicDiscord[","nickname":"dysbulicDiscord[","username":"disco9014","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-nfcmnawicsbqpwlo"},"content":null,"modes":[]}
2020-01-23 12:35:02.751900 {"type":"join","timestamp":1579782902.7519174,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"PhillmacDiscord[","nickname":"PhillmacDiscord[","username":"disco7086","name":"@_discord_159657566584963072:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-omfoasrdkwprgcul"},"content":null,"modes":[]}
2020-01-23 12:35:02.759000 {"type":"join","timestamp":1579782902.7590358,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"JerbsDiscord[m]","nickname":"JerbsDiscord[m]","username":"disco7059","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-yfmfierhvhrqkvqq"},"content":null,"modes":[]}
2020-01-23 12:35:02.981300 {"type":"join","timestamp":1579782902.9812665,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"SmileRobotDiscor","nickname":"SmileRobotDiscor","username":"disco7184","name":"@_discord_227982324384530433:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mpyvdbgwaxrohgwl"},"content":null,"modes":[]}
2020-01-23 12:35:02.966100 {"type":"join","timestamp":1579782902.9660888,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"yabirgbDiscord[m","nickname":"yabirgbDiscord[m","username":"disco8160","name":"@_discord_351062741559279617:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xalihgptuhtrwwkw"},"content":null,"modes":[]}
2020-01-23 12:35:02.982300 {"type":"join","timestamp":1579782902.9822533,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"wossDiscord[m]1","nickname":"wossDiscord[m]1","username":"disco9570","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-pigwhlvwuieyibzu"},"content":null,"modes":[]}
2020-01-23 12:35:02.978900 {"type":"join","timestamp":1579782902.9788554,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"efnDiscord[m]","nickname":"efnDiscord[m]","username":"disco8505","name":"@_discord_476696788376748053:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-urelhjztakjdxoco"},"content":null,"modes":[]}
2020-01-23 12:35:02.992400 {"type":"join","timestamp":1579782902.992361,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"ZooreDiscord[m]","nickname":"ZooreDiscord[m]","username":"disco8903","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-dlhactnhdgmnoaad"},"content":null,"modes":[]}
2020-01-23 12:35:03.177600 {"type":"join","timestamp":1579782903.1775737,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"M[AXEL]DarrDisco","nickname":"M[AXEL]DarrDisco","username":"disco7067","name":"@_discord_567492180990754824:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-upmjfrsastekfvro"},"content":null,"modes":[]}
2020-01-23 12:35:03.178900 {"type":"join","timestamp":1579782903.1788568,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"enricomarinoDisc","nickname":"enricomarinoDisc","username":"disco7208","name":"@_discord_594418919721402368:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-qggxfxqcmczpqaqp"},"content":null,"modes":[]}
2020-01-23 12:35:03.185000 {"type":"join","timestamp":1579782903.1849594,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"NatoBoram[m]","nickname":"NatoBoram[m]","username":"disco4522","name":"@_discord_157311679288311808:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-pnqyyjeqclzqbxzf"},"content":null,"modes":[]}
2020-01-23 12:35:03.387900 {"type":"join","timestamp":1579782903.387872,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"pankajmendkiDisc","nickname":"pankajmendkiDisc","username":"disco9309","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-crzeasanhgxuqvyk"},"content":null,"modes":[]}
2020-01-23 12:35:03.390700 {"type":"join","timestamp":1579782903.3906786,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"PhiDiscord[m]","nickname":"PhiDiscord[m]","username":"disco7262","name":"@_discord_423797334401351681:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-eikflxlkyheyufyo"},"content":null,"modes":[]}
2020-01-23 12:35:03.376400 {"type":"join","timestamp":1579782903.3764439,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"mattcDiscord[m]","nickname":"mattcDiscord[m]","username":"disco7181","name":"@_discord_377883060856684545:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ktjrcaxwioblkyff"},"content":null,"modes":[]}
2020-01-23 12:35:03.402300 {"type":"join","timestamp":1579782903.4023156,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"ShadowJonathanDi","nickname":"ShadowJonathanDi","username":"disco8690","name":"@_discord_132583718291243008:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-gpnklsrrmzqjhgrt"},"content":null,"modes":[]}
2020-01-23 12:35:03.414100 {"type":"join","timestamp":1579782903.414072,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"M9672Discord[m]","nickname":"M9672Discord[m]","username":"disco9406","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ralcjlqrcxlmmmkk"},"content":null,"modes":[]}
2020-01-23 12:35:03.592100 {"type":"join","timestamp":1579782903.5920749,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"sblinnDiscord[m]","nickname":"sblinnDiscord[m]","username":"disco7356","name":"@_discord_598562282984701952:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-lkltbtmxaepofiov"},"content":null,"modes":[]}
